1. 四则运算题目1:  41 * 37/42
7843. 四则运算题目7843:  95 + 60
7844. 四则运算题目7844:  91 - 23/29
7845. 四则运算题目7845:  (38 / 6/44) + 9/17
7846. 四则运算题目7846:  (58 * 39'12/22) / 27'29/48
7847. 四则运算题目7847:  58 + 44/87 / 3
7848. 四则运算题目7848:  (66 - 35/92) / 9 - 21/29
7849. 四则运算题目7849:  76 * 75 - 14'22/31
7850. 四则运算题目7850:  88 * 54'66/78
7851. 四则运算题目7851:  95 / 82
7852. 四则运算题目7852:  12 * (17'1/11 + 25'35/51) + 23
7853. 四则运算题目7853:  53 + 27/32 - 24'71/73
7854. 四则运算题目7854:  37 * 1/5 / 3/24
7855. 四则运算题目7855:  58 + 68 - 28/30
7856. 四则运算题目7856:  3 + 68'2/49 / 22/43 * 68'1/9
7857. 四则运算题目7857:  4 * 20 - 73/91
7858. 四则运算题目7858:  (48 / 58) / 60'58/74 / 84
7859. 四则运算题目7859:  97 * 1/8
7860. 四则运算题目7860:  37 / 19/36
7861. 四则运算题目7861:  98 + 82 / 1
7862. 四则运算题目7862:  18 * 8/12
7863. 四则运算题目7863:  69 * 61 / 37'9/18 * 8
7864. 四则运算题目7864:  (45 * 5'13/22) + 46'42/55
7865. 四则运算题目7865:  (97 / 30) / 2/46
7866. 四则运算题目7866:  61 + 2/8 - 1/9
7867. 四则运算题目7867:  (11 + 58) / 90'13/53 - 22/60
7868. 四则运算题目7868:  45 - 3 * 51/90
7869. 四则运算题目7869:  55 / 1/7 * 56'25/49 * 91'17/57
7870. 四则运算题目7870:  1 / 74'4/60
7871. 四则运算题目7871:  35 - 32/49
7872. 四则运算题目7872:  47 * 20'10/57 + 68
7873. 四则运算题目7873:  88 + 75 * 4/10 * 85
7874. 四则运算题目7874:  36 * 4/73 + 74 + 62/89
7875. 四则运算题目7875:  15 + 78
7876. 四则运算题目7876:  35 + 41'52/88
7877. 四则运算题目7877:  (37 - 25) + 36'63/66
7878. 四则运算题目7878:  (98 * 4'5/71) + 4/60
7879. 四则运算题目7879:  51 - 2/24
7880. 四则运算题目7880:  85 + 91'20/35
7881. 四则运算题目7881:  73 - 39'8/9 / 17 + 62
7882. 四则运算题目7882:  7 * 31/40
7883. 四则运算题目7883:  67 / (73 * 12/27) + 8
7884. 四则运算题目7884:  (89 + 47'26/40) - 34/84 * 91'1/6
7885. 四则运算题目7885:  (48 * 6) * 28'6/10
7886. 四则运算题目7886:  78 * 26/72 - 19/21
7887. 四则运算题目7887:  48 + 28'19/67
7888. 四则运算题目7888:  54 + 12'58/90
7889. 四则运算题目7889:  34 / 13/85 - 20'36/88 * 12/62
7890. 四则运算题目7890:  0 + 74/82 + 32'1/28 - 29
7891. 四则运算题目7891:  (40 / 30/70) + 66 + 80
7892. 四则运算题目7892:  91 * (25'35/43 / 6/11) * 73
7893. 四则运算题目7893:  (17 - 38/71) * 5/7
7894. 四则运算题目7894:  90 + 9/38 + 80'53/82
7895. 四则运算题目7895:  1 * 24/31
7896. 四则运算题目7896:  94 / 54/78 + 97'3/10
7897. 四则运算题目7897:  65 / 8
7898. 四则运算题目7898:  32 * (41'9/14 / 7/79) - 89
7899. 四则运算题目7899:  57 / (16/48 / 6) / 35/36
7900. 四则运算题目7900:  (59 - 25'67/82) * 38 + 17/55
7901. 四则运算题目7901:  44 + 17 - 57
7902. 四则运算题目7902:  92 - 83'8/34
7903. 四则运算题目7903:  6 * 50 + 17'20/31 - 46'71/73
7904. 四则运算题目7904:  94 / 1/46 - 79
7905. 四则运算题目7905:  (42 / 72'54/65) * 45/50
7906. 四则运算题目7906:  60 + 56 - 5/9
7907. 四则运算题目7907:  (47 + 65/97) / 80
7908. 四则运算题目7908:  75 * 73 + 26'39/47 - 18'13/26
7909. 四则运算题目7909:  12 + 20/61 * 19/20
7910. 四则运算题目7910:  91 - 40'40/42 + 82
7911. 四则运算题目7911:  (69 / 25'11/93) + 10/17
7912. 四则运算题目7912:  76 - 20/83 + 89
7913. 四则运算题目7913:  41 + 12/25 / 24/76 + 79'42/62
7914. 四则运算题目7914:  50 + 23/61
7915. 四则运算题目7915:  11 * 7/32
7916. 四则运算题目7916:  (13 * 69'48/66) - 29'39/61 * 20'23/65
7917. 四则运算题目7917:  (14 * 28/34) * 51 - 46'9/60
7918. 四则运算题目7918:  (85 + 55'49/89) - 25
7919. 四则运算题目7919:  64 + 56'25/43 + 73'3/61 / 21
7920. 四则运算题目7920:  (23 / 26'68/91) / 3'21/23
7921. 四则运算题目7921:  11 * 36
7922. 四则运算题目7922:  72 + 36'11/12
7923. 四则运算题目7923:  59 * 7/50
7924. 四则运算题目7924:  69 + 63/79 - 12
7925. 四则运算题目7925:  20 / 37 + 55'67/89
7926. 四则运算题目7926:  18 * 12'4/67 / 98 * 11
7927. 四则运算题目7927:  86 / 67'8/32 + 94'1/15
7928. 四则运算题目7928:  90 + 44 + 85
7929. 四则运算题目7929:  5 * 42'12/32
7930. 四则运算题目7930:  (34 / 6/7) + 16/18 + 71
7931. 四则运算题目7931:  7 * 83'39/40
7932. 四则运算题目7932:  79 + 41/42
7933. 四则运算题目7933:  89 - 3 * 33'18/59 / 43'10/50
7934. 四则运算题目7934:  79 / 4/91
7935. 四则运算题目7935:  (21 / 54) / 40 * 48/87
7936. 四则运算题目7936:  93 + 29
7937. 四则运算题目7937:  85 * (26 + 51'21/97) - 79
7938. 四则运算题目7938:  92 / 18/27
7939. 四则运算题目7939:  18 * 92 / 3/9 + 2/24
7940. 四则运算题目7940:  55 / 87 * 38'47/51 + 76
7941. 四则运算题目7941:  (97 / 4/18) + 60'29/66 / 48
7942. 四则运算题目7942:  84 / 66
7943. 四则运算题目7943:  30 - 10'2/3
7944. 四则运算题目7944:  21 * 6'57/65 / 9/68
7945. 四则运算题目7945:  2 - 46/60 + 44'20/47 * 86/93
7946. 四则运算题目7946:  30 / 13/14 + 5/21 * 1/8
7947. 四则运算题目7947:  67 / 3/10 + 39 / 3/10
7948. 四则运算题目7948:  75 + 82
7949. 四则运算题目7949:  91 * 95 + 22'40/76 + 92
7950. 四则运算题目7950:  69 + 64/70 / 39'60/65 * 63
7951. 四则运算题目7951:  90 + 12/66
7952. 四则运算题目7952:  54 * 77 / 99
7953. 四则运算题目7953:  62 - 33'34/67
7954. 四则运算题目7954:  66 - 53'24/35 / 5'9/81
7955. 四则运算题目7955:  7 * 86
7956. 四则运算题目7956:  43 + 41/61
7957. 四则运算题目7957:  84 / 53
7958. 四则运算题目7958:  3 / 77'34/49
7959. 四则运算题目7959:  64 / 66'19/35
7960. 四则运算题目7960:  52 - (64 / 12'57/62) * 32/69
7961. 四则运算题目7961:  (63 / 22/78) + 92'34/68 - 34'5/52
7962. 四则运算题目7962:  (36 / 7) + 10/24
7963. 四则运算题目7963:  3 / 92
7964. 四则运算题目7964:  4 + (68/80 / 27) - 3/6
7965. 四则运算题目7965:  77 + 55'5/60
7966. 四则运算题目7966:  82 * 3'43/45 * 20
7967. 四则运算题目7967:  78 / 61 / 42/52
7968. 四则运算题目7968:  42 + 27'3/8
7969. 四则运算题目7969:  (8 / 73/89) + 69'1/3 / 16/67
7970. 四则运算题目7970:  74 - 6
7971. 四则运算题目7971:  9 * 21
7972. 四则运算题目7972:  (74 - 39) / 24'57/95
7973. 四则运算题目7973:  54 * 1/14
7974. 四则运算题目7974:  (37 / 48'16/23) + 9'7/12 * 25/57
7975. 四则运算题目7975:  56 * 23'11/18
7976. 四则运算题目7976:  73 / 9/38 / 74
7977. 四则运算题目7977:  (62 + 11/62) - 24/85 * 70
7978. 四则运算题目7978:  61 * 4/61 / 93
7979. 四则运算题目7979:  94 + 64'19/26 - 94'57/87 - 33'16/67
7980. 四则运算题目7980:  72 - 60'18/47
7981. 四则运算题目7981:  73 + 17/32 - 11/60 / 71
7982. 四则运算题目7982:  2 + 23/33
7983. 四则运算题目7983:  96 * 45/92 / 20/35 * 94'18/52
7984. 四则运算题目7984:  (15 / 67) + 78'5/40 * 29/42
7985. 四则运算题目7985:  (71 / 17) * 11/19
7986. 四则运算题目7986:  91 + 96'27/59
7987. 四则运算题目7987:  77 - 55'5/20
7988. 四则运算题目7988:  66 * (3/6 * 40'8/15) * 55/88
7989. 四则运算题目7989:  70 + 89/90 * 21/49 + 29
7990. 四则运算题目7990:  83 - 12/42
7991. 四则运算题目7991:  59 + (73 / 83'18/26) + 17/41
7992. 四则运算题目7992:  81 * 51
7993. 四则运算题目7993:  97 * (50/72 + 27) - 29/70
7994. 四则运算题目7994:  25 - 7/31
7995. 四则运算题目7995:  58 / 77
7996. 四则运算题目7996:  68 + 2/23
7997. 四则运算题目7997:  88 - 8/31 * 94
7998. 四则运算题目7998:  82 - 19'15/54 + 84 + 48
7999. 四则运算题目7999:  (49 + 12/84) + 32
8000. 四则运算题目8000:  14 + (22'1/20 + 47) * 59
8001. 四则运算题目8001:  47 / 8'8/75 / 46'19/33
8002. 四则运算题目8002:  77 * 32 / 46
8003. 四则运算题目8003:  68 + 41'46/52 - 35'2/3 + 55'21/80
8004. 四则运算题目8004:  30 * 6/21 / 85 / 9/11
8005. 四则运算题目8005:  30 * (7/10 / 43) + 24/90
8006. 四则运算题目8006:  61 - (63/87 * 45) / 98'51/55
8007. 四则运算题目8007:  86 + 53
8008. 四则运算题目8008:  73 * 10/11 / 6'45/91
8009. 四则运算题目8009:  (45 * 84) * 9/47 + 59'8/50
8010. 四则运算题目8010:  69 + 25/58
8011. 四则运算题目8011:  52 - 8/55
8012. 四则运算题目8012:  16 - 6
8013. 四则运算题目8013:  51 / 11'15/52
8014. 四则运算题目8014:  53 * 77
8015. 四则运算题目8015:  95 + 49
8016. 四则运算题目8016:  93 + 91
8017. 四则运算题目8017:  94 * 8/36 * 68 / 16
8018. 四则运算题目8018:  2 + 14'20/81 * 31/77 + 25/39
8019. 四则运算题目8019:  (66 * 3'2/26) + 43
8020. 四则运算题目8020:  94 + 64'22/50
8021. 四则运算题目8021:  22 + 20'58/87
8022. 四则运算题目8022:  35 + 44
8023. 四则运算题目8023:  44 + 63/81 - 27/40 / 64'28/95
8024. 四则运算题目8024:  35 + 82
8025. 四则运算题目8025:  (67 - 38) - 37/74
8026. 四则运算题目8026:  65 / 3
8027. 四则运算题目8027:  99 / 81
8028. 四则运算题目8028:  99 + 8/42
8029. 四则运算题目8029:  42 / (49 * 49) + 6'21/42
8030. 四则运算题目8030:  47 + 78
8031. 四则运算题目8031:  (81 / 12'20/31) / 1'83/84 + 7/34
8032. 四则运算题目8032:  39 + 36 * 20 + 42'25/30
8033. 四则运算题目8033:  38 - (31 - 20'64/90) + 74'5/8
8034. 四则运算题目8034:  (19 / 6'16/17) / 68'3/35
8035. 四则运算题目8035:  (90 - 20) + 2/6
8036. 四则运算题目8036:  7 * 27'1/3
8037. 四则运算题目8037:  (61 * 7/31) - 92/97 * 9'31/80
8038. 四则运算题目8038:  91 * 83'1/9
8039. 四则运算题目8039:  71 + 39 / 18
8040. 四则运算题目8040:  88 - 36 + 4/26
8041. 四则运算题目8041:  93 * 5 / 66'47/92 - 2
8042. 四则运算题目8042:  75 * 35'6/97
8043. 四则运算题目8043:  76 * 31/56 * 70 * 34'10/42
8044. 四则运算题目8044:  59 * 37 / 31 - 13/51
8045. 四则运算题目8045:  40 - 3/56 / 93 / 72'34/96
8046. 四则运算题目8046:  (20 * 78/84) / 65'15/45
8047. 四则运算题目8047:  (3 / 68'29/85) * 22/41
8048. 四则运算题目8048:  78 / 5/41 + 21 - 66/82
8049. 四则运算题目8049:  53 / 14'25/27 + 2/4
8050. 四则运算题目8050:  79 * 40'30/58 + 82'2/4 - 33
8051. 四则运算题目8051:  38 - 87/91
8052. 四则运算题目8052:  21 / 29 / 87'2/76
8053. 四则运算题目8053:  80 * 1/6 * 70
8054. 四则运算题目8054:  1 + 3/47 - 4/52 / 57/83
8055. 四则运算题目8055:  35 / (5/9 * 84) + 61'33/47
8056. 四则运算题目8056:  25 + 85'4/5 + 64'10/16
8057. 四则运算题目8057:  (56 + 19'43/50) + 5/8
8058. 四则运算题目8058:  24 + 56'4/10 - 10/28 + 79'22/42
8059. 四则运算题目8059:  (74 / 17/50) / 72'6/21 + 40'2/4
8060. 四则运算题目8060:  15 + 40'3/48 + 53 * 15/29
8061. 四则运算题目8061:  80 - 4/58 / 57
8062. 四则运算题目8062:  90 / 33
8063. 四则运算题目8063:  4 + 40
8064. 四则运算题目8064:  17 / 3'16/26
8065. 四则运算题目8065:  58 - 35'48/52
8066. 四则运算题目8066:  23 * 1/50 + 18/28
8067. 四则运算题目8067:  18 - 7/12
8068. 四则运算题目8068:  (11 + 1/14) + 60 - 12
8069. 四则运算题目8069:  6 / 44/57 - 70/79
8070. 四则运算题目8070:  (85 - 26'7/10) + 92'18/34 * 61'1/57
8071. 四则运算题目8071:  82 / 67'22/70 / 30/91
8072. 四则运算题目8072:  64 * 13'9/13
8073. 四则运算题目8073:  75 - 23 * 55/79
8074. 四则运算题目8074:  73 * 19/20
8075. 四则运算题目8075:  36 + 55/58
8076. 四则运算题目8076:  39 / 8/23
8077. 四则运算题目8077:  79 * 14/38 * 12/25 / 22/35
8078. 四则运算题目8078:  78 - 78
8079. 四则运算题目8079:  61 + 57'6/80 / 20/95
8080. 四则运算题目8080:  64 * 10'41/44
8081. 四则运算题目8081:  5 * (53 / 12/39) - 47/90
8082. 四则运算题目8082:  46 + 81/86
8083. 四则运算题目8083:  18 / 58/93
8084. 四则运算题目8084:  79 * 47/78 + 87'46/51 * 26
8085. 四则运算题目8085:  56 * 4/46 * 12
8086. 四则运算题目8086:  33 - 14'5/17
8087. 四则运算题目8087:  45 + 11'3/54 / 16'13/28
8088. 四则运算题目8088:  (99 / 20'36/56) * 81'4/18 - 15'32/77
8089. 四则运算题目8089:  (26 / 16) + 7/16
8090. 四则运算题目8090:  96 + 18'19/28 + 10/27 + 12/28
8091. 四则运算题目8091:  98 / (47'77/86 - 40/77) / 25
8092. 四则运算题目8092:  (5 * 57) / 41/43
8093. 四则运算题目8093:  (0 + 33/40) / 8/67 * 67
8094. 四则运算题目8094:  (42 * 27) + 29/42 + 90
8095. 四则运算题目8095:  26 * 88
8096. 四则运算题目8096:  (81 * 10'2/3) + 6/21
8097. 四则运算题目8097:  13 * 33 / 3/19
8098. 四则运算题目8098:  43 + 75'10/27
8099. 四则运算题目8099:  42 - 13
8100. 四则运算题目8100:  (61 + 77'27/45) * 59 * 23/39
8101. 四则运算题目8101:  8 + 35 / 67
8102. 四则运算题目8102:  52 * 50
8103. 四则运算题目8103:  (9 - 51/69) + 26'1/6
8104. 四则运算题目8104:  29 + (31 * 3/6) * 2
8105. 四则运算题目8105:  1 - 36/75 + 4 * 77
8106. 四则运算题目8106:  80 / (5/88 + 58) / 79/84
8107. 四则运算题目8107:  26 * 97'42/53
8108. 四则运算题目8108:  81 / 2/46
8109. 四则运算题目8109:  (13 / 91/92) / 36/93 * 28/52
8110. 四则运算题目8110:  97 * 48 / 44'41/93 - 45'45/67
8111. 四则运算题目8111:  40 / 7
8112. 四则运算题目8112:  29 * 67
8113. 四则运算题目8113:  5 - 4/63
8114. 四则运算题目8114:  (42 + 44/86) / 36'11/34
8115. 四则运算题目8115:  58 * 16/21 / 2/14
8116. 四则运算题目8116:  0 * 59
8117. 四则运算题目8117:  4 / 79 * 7 / 13/39
8118. 四则运算题目8118:  45 - 9
8119. 四则运算题目8119:  (52 + 34/41) * 9/61
8120. 四则运算题目8120:  (20 * 11/20) + 7/20 * 6
8121. 四则运算题目8121:  (91 * 24/94) / 64/86
8122. 四则运算题目8122:  89 / 80'16/94
8123. 四则运算题目8123:  98 + (77'60/90 + 17/23) + 89
8124. 四则运算题目8124:  55 / 22'55/83 + 2/17
8125. 四则运算题目8125:  (19 + 42/57) / 4/71 / 4/10
8126. 四则运算题目8126:  44 - 68/91
8127. 四则运算题目8127:  20 + (44'15/16 + 26) * 6'13/24
8128. 四则运算题目8128:  (58 / 39) / 61'19/27
8129. 四则运算题目8129:  22 * 79'53/70 + 6/37 / 49
8130. 四则运算题目8130:  78 / 8/87 + 48 - 24'44/64
8131. 四则运算题目8131:  83 + 28/34 + 68/97
8132. 四则运算题目8132:  (18 / 28/54) - 77/93
8133. 四则运算题目8133:  50 * 23'89/93 / 8'12/18
8134. 四则运算题目8134:  59 - (42/73 / 51'20/87) / 35
8135. 四则运算题目8135:  (24 / 74'24/63) / 35 * 25'54/67
8136. 四则运算题目8136:  13 + 33/51 - 26/38 + 41/48
8137. 四则运算题目8137:  (0 + 87) - 10/12 - 66/68
8138. 四则运算题目8138:  73 * 57 + 60 / 56
8139. 四则运算题目8139:  38 * 45/57
8140. 四则运算题目8140:  22 / 45'23/27
8141. 四则运算题目8141:  18 * (68'43/48 / 44) / 94
8142. 四则运算题目8142:  92 * 65/84 - 64'32/81 - 21/26
8143. 四则运算题目8143:  (0 + 15/30) / 36'13/27 / 28/33
8144. 四则运算题目8144:  87 * 82 / 51'9/34
8145. 四则运算题目8145:  (93 / 4) * 49'6/7
8146. 四则运算题目8146:  40 + 77 / 73'47/58 + 51'57/88
8147. 四则运算题目8147:  76 + 36 + 24/84
8148. 四则运算题目8148:  86 + 6 * 20'3/56
8149. 四则运算题目8149:  84 - 8
8150. 四则运算题目8150:  46 * 87 * 71'37/77 * 29/41
8151. 四则运算题目8151:  74 + 94 + 42
8152. 四则运算题目8152:  85 - 41/81 + 40'2/82
8153. 四则运算题目8153:  67 + 5/81 + 85'4/12
8154. 四则运算题目8154:  31 / 80'9/89
8155. 四则运算题目8155:  33 / 46
8156. 四则运算题目8156:  (86 + 96) - 2/28 / 8
8157. 四则运算题目8157:  79 * 44
8158. 四则运算题目8158:  29 / 27 + 9/27 + 14
8159. 四则运算题目8159:  (84 * 28) / 19'48/74
8160. 四则运算题目8160:  31 / 20
8161. 四则运算题目8161:  53 + 55'4/31 - 7/16
8162. 四则运算题目8162:  76 + 28 + 49 * 79'66/73
8163. 四则运算题目8163:  5 / 42/44 * 8/44 / 28/41
8164. 四则运算题目8164:  (5 / 25'6/7) * 66'1/22
8165. 四则运算题目8165:  25 + 51'5/32
8166. 四则运算题目8166:  70 + 34'60/73
8167. 四则运算题目8167:  (74 + 20/37) + 45
8168. 四则运算题目8168:  (35 - 17) + 26'41/88 / 66'14/25
8169. 四则运算题目8169:  72 / 2/5
8170. 四则运算题目8170:  95 + 59'27/42 - 55/75
8171. 四则运算题目8171:  75 / 14
8172. 四则运算题目8172:  (66 + 98) - 56'18/31 - 40/69
8173. 四则运算题目8173:  (64 / 70/71) / 67
8174. 四则运算题目8174:  14 + 61'10/14
8175. 四则运算题目8175:  (94 + 28) - 19
8176. 四则运算题目8176:  (13 + 45'13/34) / 12/64 - 60'25/84
8177. 四则运算题目8177:  (33 + 39/53) + 3/21
8178. 四则运算题目8178:  23 * (61/88 * 6) - 47
8179. 四则运算题目8179:  (70 / 24/55) * 21 * 12/16
8180. 四则运算题目8180:  (30 * 54/59) / 28 + 32'18/28
8181. 四则运算题目8181:  69 / 92'15/43 + 34'3/22
8182. 四则运算题目8182:  (82 / 86) / 50'2/6 / 80'28/78
8183. 四则运算题目8183:  26 - 1'19/20 / 1/9
8184. 四则运算题目8184:  (65 * 22/54) * 99 * 40/86
8185. 四则运算题目8185:  67 + 72'7/30 * 2/11 * 12/45
8186. 四则运算题目8186:  5 * 61'9/54
8187. 四则运算题目8187:  44 + 11/93 - 23/68
8188. 四则运算题目8188:  55 + 38/45 - 13
8189. 四则运算题目8189:  65 + 2/21 * 76
8190. 四则运算题目8190:  80 + 57'28/45
8191. 四则运算题目8191:  34 * 53'54/64
8192. 四则运算题目8192:  93 + 53 + 90'10/47
8193. 四则运算题目8193:  81 / 66
8194. 四则运算题目8194:  26 / 7
8195. 四则运算题目8195:  76 * 70 + 3/5
8196. 四则运算题目8196:  99 + 91'1/6
8197. 四则运算题目8197:  97 + 53'6/62 - 26'56/64 + 1/2
8198. 四则运算题目8198:  93 - 19/31
8199. 四则运算题目8199:  14 * 1/85 + 5/11
8200. 四则运算题目8200:  (94 / 46/59) + 45/48 * 44/67
8201. 四则运算题目8201:  7 + 38/39
8202. 四则运算题目8202:  24 + 9/10
8203. 四则运算题目8203:  97 - 31/34 * 51/54
8204. 四则运算题目8204:  (93 - 41'47/70) * 38/67 / 80'3/67
8205. 四则运算题目8205:  19 - 33/37
8206. 四则运算题目8206:  63 * 4'62/92
8207. 四则运算题目8207:  (17 * 2/75) - 42/45 / 24
8208. 四则运算题目8208:  18 / 60 * 1/4
8209. 四则运算题目8209:  46 - 1/5 / 1/4 + 85'37/88
8210. 四则运算题目8210:  66 * 10/44
8211. 四则运算题目8211:  (83 * 54'42/48) - 29/87
8212. 四则运算题目8212:  (68 + 6'46/79) - 50'15/18 * 24/85
8213. 四则运算题目8213:  99 + 24
8214. 四则运算题目8214:  (21 - 56/75) / 32/33 / 65'41/49
8215. 四则运算题目8215:  22 / 6/87 - 22
8216. 四则运算题目8216:  55 / 94'8/18
8217. 四则运算题目8217:  1 / 14 * 33
8218. 四则运算题目8218:  48 - 22/24
8219. 四则运算题目8219:  (28 * 31) * 88 * 63'51/79
8220. 四则运算题目8220:  (17 / 43'19/27) * 1'2/6 * 65
8221. 四则运算题目8221:  86 / 98 / 53/73
8222. 四则运算题目8222:  (47 / 78) / 76'2/6
8223. 四则运算题目8223:  39 * 77 * 9/81
8224. 四则运算题目8224:  2 + 60 - 26 / 69/72
8225. 四则运算题目8225:  79 - 36 / 52/84
8226. 四则运算题目8226:  92 + (67'5/19 * 21) + 43
8227. 四则运算题目8227:  76 + 22'15/39
8228. 四则运算题目8228:  34 + 90'12/32
8229. 四则运算题目8229:  58 + 43/49 / 24'81/88 * 73'51/95
8230. 四则运算题目8230:  (71 / 85) / 90'58/76 + 48
8231. 四则运算题目8231:  17 / 75/87 / 20/44 + 4/12
8232. 四则运算题目8232:  23 - 16/81 - 6/11
8233. 四则运算题目8233:  57 * (65'8/9 * 54) - 59
8234. 四则运算题目8234:  22 + 46/55
8235. 四则运算题目8235:  37 / 10/39
8236. 四则运算题目8236:  (4 * 36/53) + 47'38/77 + 33
8237. 四则运算题目8237:  46 * 12 * 58
8238. 四则运算题目8238:  10 / 39'12/49
8239. 四则运算题目8239:  97 * 3/51
8240. 四则运算题目8240:  92 * 13
8241. 四则运算题目8241:  (74 - 59/77) / 23/96
8242. 四则运算题目8242:  22 / 13/47 * 50
8243. 四则运算题目8243:  (16 + 76) + 31/65
8244. 四则运算题目8244:  87 / 15'2/52
8245. 四则运算题目8245:  72 - 90/95
8246. 四则运算题目8246:  4 + 44 + 92
8247. 四则运算题目8247:  84 * 22/42 * 69/85
8248. 四则运算题目8248:  (1 + 49'24/39) * 26/31
8249. 四则运算题目8249:  13 * 1 + 24 - 49/53
8250. 四则运算题目8250:  57 + 84'3/12 * 45/54
8251. 四则运算题目8251:  54 / 65/82 + 19/95 + 46
8252. 四则运算题目8252:  (62 + 63) - 38'27/60
8253. 四则运算题目8253:  23 / 49
8254. 四则运算题目8254:  74 - 30'41/73
8255. 四则运算题目8255:  16 / 15
8256. 四则运算题目8256:  99 - 69
8257. 四则运算题目8257:  74 * 8/22 + 51/96
8258. 四则运算题目8258:  34 - 63/78 * 5'7/11
8259. 四则运算题目8259:  99 * 58/59
8260. 四则运算题目8260:  55 + 34/53
8261. 四则运算题目8261:  (95 / 7/12) + 23'43/45
8262. 四则运算题目8262:  17 * 27/52 * 40'17/46 * 3/9
8263. 四则运算题目8263:  48 + 57'5/13
8264. 四则运算题目8264:  92 * 13/14 * 36/83 / 4/74
8265. 四则运算题目8265:  31 - 26
8266. 四则运算题目8266:  80 * 95'3/9
8267. 四则运算题目8267:  14 + 4'54/95 / 13'9/46 - 54/92
8268. 四则运算题目8268:  63 * 34'64/72
8269. 四则运算题目8269:  (37 * 55'2/10) - 85
8270. 四则运算题目8270:  96 * (33'49/50 * 39) / 3/4
8271. 四则运算题目8271:  (89 / 30) * 84
8272. 四则运算题目8272:  40 + 55/94 / 7/97 - 19/43
8273. 四则运算题目8273:  72 - 19'4/5
8274. 四则运算题目8274:  76 * 82'22/82 / 61'27/69 / 5/7
8275. 四则运算题目8275:  8 / 44 + 12'8/47
8276. 四则运算题目8276:  (47 * 93'66/79) + 28/87 / 47
8277. 四则运算题目8277:  16 / 74'48/56
8278. 四则运算题目8278:  (21 * 73'34/60) / 40/81
8279. 四则运算题目8279:  99 * (16 * 42) - 11'2/74
8280. 四则运算题目8280:  82 + 99'28/62
8281. 四则运算题目8281:  95 / 55'7/8
8282. 四则运算题目8282:  71 + 29'16/22 + 58'32/69
8283. 四则运算题目8283:  67 + 62'9/64
8284. 四则运算题目8284:  51 + 2
8285. 四则运算题目8285:  1 - 6/9 + 81'57/64
8286. 四则运算题目8286:  45 / 17 + 27/35
8287. 四则运算题目8287:  73 * 37/44 - 26/41
8288. 四则运算题目8288:  (96 * 19/43) + 69
8289. 四则运算题目8289:  15 + 42
8290. 四则运算题目8290:  (57 / 75) / 93'28/40
8291. 四则运算题目8291:  2 * 16/42 - 64/90
8292. 四则运算题目8292:  60 * 9/17
8293. 四则运算题目8293:  69 + 5/37
8294. 四则运算题目8294:  53 + 32'28/73
8295. 四则运算题目8295:  16 + 71
8296. 四则运算题目8296:  92 + 12/25
8297. 四则运算题目8297:  43 * (92 / 45/50) / 2'30/39
8298. 四则运算题目8298:  53 + (94 / 41'16/19) + 11
8299. 四则运算题目8299:  46 / 55'27/38 * 87'47/85 / 70'6/14
8300. 四则运算题目8300:  63 / 36/45
8301. 四则运算题目8301:  7 / (67'10/16 * 51'50/55) + 94
8302. 四则运算题目8302:  66 - 31
8303. 四则运算题目8303:  13 * 95'7/16 / 32'60/82
8304. 四则运算题目8304:  1 + 14
8305. 四则运算题目8305:  (38 / 2/12) + 30'9/13 / 43'52/63
8306. 四则运算题目8306:  46 * 73'26/71
8307. 四则运算题目8307:  46 + 83 - 27/34 * 34'67/93
8308. 四则运算题目8308:  84 - 71/88 * 58/60 - 11/42
8309. 四则运算题目8309:  76 + 16/51 + 4/8
8310. 四则运算题目8310:  (81 / 54) / 84'14/49 / 94'1/2
8311. 四则运算题目8311:  93 * 1'67/70
8312. 四则运算题目8312:  22 + 34 / 23
8313. 四则运算题目8313:  97 - 59/71
8314. 四则运算题目8314:  65 / 27 + 4/55
8315. 四则运算题目8315:  14 * 24/59
8316. 四则运算题目8316:  (50 - 24) / 93 / 11'29/66
8317. 四则运算题目8317:  72 + 2/5 - 28'67/86
8318. 四则运算题目8318:  61 + 12/13 + 3/82 - 67/90
8319. 四则运算题目8319:  97 * 99 * 6'16/18
8320. 四则运算题目8320:  (45 + 49) + 74/84
8321. 四则运算题目8321:  (54 / 83'4/5) + 88 / 77
8322. 四则运算题目8322:  52 - 4/10 + 28/36 + 82/91
8323. 四则运算题目8323:  32 / 13/86 - 37'54/56 / 62
8324. 四则运算题目8324:  77 + 34'3/7 + 25 * 43'79/89
8325. 四则运算题目8325:  (86 / 24) * 65/73 / 57/79
8326. 四则运算题目8326:  (60 / 61'4/72) / 40/85
8327. 四则运算题目8327:  47 / 10'8/93
8328. 四则运算题目8328:  26 + 52/82
8329. 四则运算题目8329:  (78 - 2/4) + 28/78 * 3'73/92
8330. 四则运算题目8330:  23 + 68/74
8331. 四则运算题目8331:  12 / 19 + 30/39 * 23
8332. 四则运算题目8332:  37 / 83'5/20 + 64 / 11/36
8333. 四则运算题目8333:  30 / 7
8334. 四则运算题目8334:  (19 / 56'42/64) * 68'19/38
8335. 四则运算题目8335:  69 + 1/2 - 10/47 - 59
8336. 四则运算题目8336:  81 + 35 / 15/31
8337. 四则运算题目8337:  (16 + 36) * 7'1/2 * 68'3/20
8338. 四则运算题目8338:  76 * 14/21
