1. 答案1:  36'5/42
7877. 答案7877:  48'21/22
7878. 答案7878:  398'1031/1065
7879. 答案7879:  50'11/12
7880. 答案7880:  176'4/7
7881. 答案7881:  132'100/153
7882. 答案7882:  5'17/40
7883. 答案7883:  10'19/292
7884. 答案7884:  99'236/315
7885. 答案7885:  8236'4/5
7886. 答案7886:  27'11/42
7887. 答案7887:  76'19/67
7888. 答案7888:  66'29/45
7889. 答案7889:  218'1585/4433
7890. 答案7890:  3'1077/1148
7891. 答案7891:  239'1/3
7892. 答案7892:  314383'36/43
7893. 答案7893:  11'54/71
7894. 答案7894:  170'688/779
7895. 答案7895:  24/31
7896. 答案7896:  233'7/90
7897. 答案7897:  8'1/8
7898. 答案7898:  14950'1/49
7899. 答案7899:  1055'11/35
7900. 答案7900:  1261'587/2255
7901. 答案7901:  4
7902. 答案7902:  8'13/17
7903. 答案7903:  270'1522/2263
7904. 答案7904:  4245
7905. 答案7905:  273/526
7906. 答案7906:  115'4/9
7907. 答案7907:  289/485
7908. 答案7908:  5483'31/94
7909. 答案7909:  12'19/61
7910. 答案7910:  132'1/21
7911. 答案7911:  3'13313/39712
7912. 答案7912:  164'63/83
7913. 答案7913:  122'153/775
7914. 答案7914:  50'23/61
7915. 答案7915:  2'13/32
7916. 答案7916:  303'7846/43615
7917. 答案7917:  541'17/20
7918. 答案7918:  115'49/89
7919. 答案7919:  124'3301/55083
7920. 答案7920:  48139/219060
7921. 答案7921:  396
7922. 答案7922:  108'11/12
7923. 答案7923:  8'13/50
7924. 答案7924:  57'63/79
7925. 答案7925:  56'966/3293
7926. 答案7926:  24'1200/3283
7927. 答案7927:  95'1394/4035
7928. 答案7928:  219
7929. 答案7929:  211'7/8
7930. 答案7930:  111'5/9
7931. 答案7931:  587'33/40
7932. 答案7932:  79'41/42
7933. 答案7933:  86'973/1416
7934. 答案7934:  1797'1/4
7935. 答案7935:  7/1305
7936. 答案7936:  122
7937. 答案7937:  6484'39/97
7938. 答案7938:  138
7939. 答案7939:  4968'1/12
7940. 答案7940:  100'2687/4437
7941. 答案7941:  437'2405/3168
7942. 答案7942:  1'3/11
7943. 答案7943:  19'1/3
7944. 答案7944:  1091'9/65
7945. 答案7945:  42'13769/43710
7946. 答案7946:  32'737/2184
7947. 答案7947:  353'1/3
7948. 答案7948:  157
7949. 答案7949:  8759'10/19
7950. 答案7950:  70'383/865
7951. 答案7951:  90'2/11
7952. 答案7952:  42
7953. 答案7953:  28'33/67
7954. 答案7954:  55'799/1610
7955. 答案7955:  602
7956. 答案7956:  43'41/61
7957. 答案7957:  1'31/53
7958. 答案7958:  49/1269
7959. 答案7959:  2240/2329
7960. 答案7960:  49'38831/55269
7961. 答案7961:  281'439/572
7962. 答案7962:  5'47/84
7963. 答案7963:  3/92
7964. 答案7964:  3'287/540
7965. 答案7965:  132'1/12
7966. 答案7966:  6487'1/9
7967. 答案7967:  1'249/427
7968. 答案7968:  69'3/8
7969. 答案7969:  300'19/219
7970. 答案7970:  68
7971. 答案7971:  189
7972. 答案7972:  1'52/123
7973. 答案7973:  3'6/7
7974. 答案7974:  4'184441/191520
7975. 答案7975:  1322'2/9
7976. 答案7976:  4'55/333
7977. 答案7977:  42'435/1054
7978. 答案7978:  4/93
7979. 答案7979:  30'42273/50518
7980. 答案7980:  11'29/47
7981. 答案7981:  73'18017/34080
7982. 答案7982:  2'23/33
7983. 答案7983:  7752'237/299
7984. 答案7984:  54'3767/22512
7985. 答案7985:  2'135/323
7986. 答案7986:  187'27/59
7987. 答案7987:  21'3/4
7988. 答案7988:  836
7989. 答案7989:  99'89/210
7990. 答案7990:  82'5/7
7991. 答案7991:  60'12797/44608
7992. 答案7992:  4131
7993. 答案7993:  2685'1193/1260
7994. 答案7994:  24'24/31
7995. 答案7995:  58/77
7996. 答案7996:  68'2/23
7997. 答案7997:  63'23/31
7998. 答案7998:  194'13/18
7999. 答案7999:  81'1/7
8000. 答案8000:  4087'19/20
8001. 答案8001:  116325/934496
8002. 答案8002:  53'13/23
8003. 答案8003:  129'1499/3120
8004. 答案8004:  44/357
8005. 答案8005:  487/645
8006. 答案8006:  60'105814/157789
8007. 答案8007:  139
8008. 答案8008:  10'1420/6501
8009. 答案8009:  782'1163/1175
8010. 答案8010:  69'25/58
8011. 答案8011:  51'47/55
8012. 答案8012:  10
8013. 答案8013:  4'304/587
8014. 答案8014:  4081
8015. 答案8015:  144
8016. 答案8016:  184
8017. 答案8017:  88'7/9
8018. 答案8018:  8'30551/81081
8019. 答案8019:  246'1/13
8020. 答案8020:  158'11/25
8021. 答案8021:  42'2/3
8022. 答案8022:  79
8023. 答案8023:  44'112477/146592
8024. 答案8024:  117
8025. 答案8025:  28'1/2
8026. 答案8026:  21'2/3
8027. 答案8027:  1'2/9
8028. 答案8028:  99'4/21
8029. 答案8029:  6'355/686
8030. 答案8030:  125
8031. 答案8031:  3'8503/19873
8032. 答案8032:  801'5/6
8033. 答案8033:  102'121/360
8034. 答案8034:  11305/281194
8035. 答案8035:  70'1/3
8036. 答案8036:  191'1/3
8037. 答案8037:  4'52357/60140
8038. 答案8038:  7563'1/9
8039. 答案8039:  73'1/6
8040. 答案8040:  52'2/13
8041. 答案8041:  4'6066/6119
8042. 答案8042:  2629'62/97
8043. 答案8043:  100831'4/21
8044. 答案8044:  70'260/1581
8045. 答案8045:  39'753635/753641
8046. 答案8046:  195/686
8047. 答案8047:  5610/238169
8048. 答案8048:  659'163/205
8049. 答案8049:  4'41/806
8050. 答案8050:  3250'21/58
8051. 答案8051:  37'4/91
8052. 答案8052:  798/95903
8053. 答案8053:  933'1/3
8054. 答案8054:  33149/34827
8055. 答案8055:  62'85/188
8056. 答案8056:  175'17/40
8057. 答案8057:  76'97/200
8058. 答案8058:  159'17/30
8059. 答案8059:  43'4395/8602
8060. 答案8060:  82'221/464
8061. 答案8061:  79'1651/1653
8062. 答案8062:  2'8/11
8063. 答案8063:  44
8064. 答案8064:  4'33/47
8065. 答案8065:  22'1/13
8066. 答案8066:  1'18/175
8067. 答案8067:  17'5/12
8068. 答案8068:  59'1/14
8069. 答案8069:  6'1541/1738
8070. 答案8070:  5704'2107/9690
8071. 答案8071:  3'4913/7068
8072. 答案8072:  876'4/13
8073. 答案8073:  58'78/79
8074. 答案8074:  69'7/20
8075. 答案8075:  36'55/58
8076. 答案8076:  112'1/8
8077. 答案8077:  22'236/1045
8078. 答案8078:  0
8079. 答案8079:  332'17/160
8080. 答案8080:  699'7/11
8081. 答案8081:  860'131/180
8082. 答案8082:  46'81/86
8083. 答案8083:  28'25/29
8084. 答案8084:  2333'71/1326
8085. 答案8085:  58'10/23
8086. 答案8086:  18'12/17
8087. 答案8087:  45'2786/4149
8088. 答案8088:  374'149/1309
8089. 答案8089:  2'1/16
8090. 答案8090:  115'361/756
8091. 答案8091:  648956/7843075
8092. 答案8092:  298'37/41
8093. 答案8093:  462'297/320
8094. 答案8094:  1224'29/42
8095. 答案8095:  2288
8096. 答案8096:  864'2/7
8097. 答案8097:  2717
8098. 答案8098:  118'10/27
8099. 答案8099:  29
8100. 答案8100:  4822'37/65
8101. 答案8101:  8'35/67
8102. 答案8102:  2600
8103. 答案8103:  34'59/138
8104. 答案8104:  60
8105. 答案8105:  308'13/25
8106. 答案8106:  1'62583/134537
8107. 答案8107:  2542'32/53
8108. 答案8108:  1863
8109. 答案8109:  18'11/39
8110. 答案8110:  59'26807/276911
8111. 答案8111:  5'5/7
8112. 答案8112:  1943
8113. 答案8113:  4'59/63
8114. 答案8114:  1'9047/53105
8115. 答案8115:  309'1/3
8116. 答案8116:  0
8117. 答案8117:  1'5/79
8118. 答案8118:  36
8119. 答案8119:  7'1987/2501
8120. 答案8120:  13'1/10
8121. 答案8121:  31'83/376
8122. 答案8122:  1'415/3768
8123. 答案8123:  265'28/69
8124. 答案8124:  2'1583/2907
8125. 答案8125:  875'125/152
8126. 答案8126:  43'23/91
8127. 答案8127:  484'19/384
8128. 答案8128:  261/10829
8129. 答案8129:  1754'5987/9065
8130. 答案8130:  871'9/16
8131. 答案8131:  84'865/1649
8132. 答案8132:  33'577/651
8133. 答案8133:  138'86/403
8134. 答案8134:  58'1626283/1626805
8135. 答案8135:  62244/261635
8136. 答案8136:  13'12667/15504
8137. 答案8137:  85'10/51
8138. 答案8138:  4162'1/14
8139. 答案8139:  30
8140. 答案8140:  297/619
8141. 答案8141:  9921/33088
8142. 答案8142:  5'14561/14742
8143. 答案8143:  891/55160
8144. 答案8144:  139'93/581
8145. 答案8145:  1159'5/28
8146. 答案8146:  92'260297/376728
8147. 答案8147:  112'2/7
8148. 答案8148:  206'9/28
8149. 答案8149:  76
8150. 答案8150:  202338'2166/3157
8151. 答案8151:  210
8152. 答案8152:  124'1721/3321
8153. 答案8153:  152'32/81
8154. 答案8154:  2759/7129
8155. 答案8155:  33/46
8156. 答案8156:  181'111/112
8157. 答案8157:  3476
8158. 答案8158:  15'11/27
8159. 答案8159:  119'511/727
8160. 答案8160:  1'11/20
8161. 答案8161:  107'343/496
8162. 答案8162:  4019'22/73
8163. 答案8163:  1'58/147
8164. 答案8164:  12'3071/3982
8165. 答案8165:  76'5/32
8166. 答案8166:  104'60/73
8167. 答案8167:  119'20/37
8168. 答案8168:  18'58225/146432
8169. 答案8169:  180
8170. 答案8170:  153'191/210
8171. 答案8171:  5'5/14
8172. 答案8172:  106'1796/2139
8173. 答案8173:  2272/2345
8174. 答案8174:  75'5/7
8175. 答案8175:  103
8176. 答案8176:  251'107/1428
8177. 答案8177:  33'326/371
8178. 答案8178:  48'29/44
8179. 答案8179:  2526'9/16
8180. 答案8180:  33'515/826
8181. 答案8181:  34'7017/7942
8182. 答案8182:  4797/20349062
8183. 答案8183:  8'9/20
8184. 答案8184:  1219'49/129
8185. 答案8185:  70'113/225
8186. 答案8186:  305'5/6
8187. 答案8187:  43'4933/6324
8188. 答案8188:  42'38/45
8189. 答案8189:  72'5/21
8190. 答案8190:  137'28/45
8191. 答案8191:  1830'11/16
8192. 答案8192:  236'10/47
8193. 答案8193:  1'5/22
8194. 答案8194:  3'5/7
8195. 答案8195:  5320'3/5
8196. 答案8196:  190'1/6
8197. 答案8197:  123'179/248
8198. 答案8198:  92'12/31
8199. 答案8199:  579/935
8200. 答案8200:  121'1115/6164
8201. 答案8201:  7'38/39
8202. 答案8202:  24'9/10
8203. 答案8203:  96'5/36
8204. 答案8204:  68267/187705
8205. 答案8205:  18'4/37
8206. 答案8206:  294'21/46
8207. 答案8207:  373/900
8208. 答案8208:  3/40
8209. 答案8209:  130'273/440
8210. 答案8210:  15
8211. 答案8211:  4554'7/24
8212. 答案8212:  60'308/1343
8213. 答案8213:  123
8214. 答案8214:  818741/2580800
8215. 答案8215:  297
8216. 答案8216:  99/170
8217. 答案8217:  2'5/14
8218. 答案8218:  47'1/12
8219. 答案8219:  4861503'15/79
8220. 答案8220:  33'42/59
8221. 答案8221:  1'542/2597
8222. 答案8222:  47/5954
8223. 答案8223:  333'2/3
8224. 答案8224:  34'20/23
8225. 答案8225:  20'11/13
8226. 答案8226:  1547'10/19
8227. 答案8227:  98'5/13
8228. 答案8228:  124'3/8
8229. 答案8229:  60'19994/33915
8230. 答案8230:  48'2698/293165
8231. 答案8231:  43'269/375
8232. 答案8232:  22'229/891
8233. 答案8233:  202747
8234. 答案8234:  22'46/55
8235. 答案8235:  144'3/10
8236. 答案8236:  83'859/4081
8237. 答案8237:  32016
8238. 答案8238:  490/1923
8239. 答案8239:  5'12/17
8240. 答案8240:  1196
8241. 答案8241:  305'1189/1771
8242. 答案8242:  3976'12/13
8243. 答案8243:  92'31/65
8244. 答案8244:  5'307/391
8245. 答案8245:  71'1/19
8246. 答案8246:  140
8247. 答案8247:  35'61/85
8248. 答案8248:  42'14/31
8249. 答案8249:  36'4/53
8250. 答案8250:  127'5/24
8251. 答案8251:  114'21/65
8252. 答案8252:  86'11/20
8253. 答案8253:  23/49
8254. 答案8254:  43'32/73
8255. 答案8255:  1'1/15
8256. 答案8256:  30
8257. 答案8257:  27'155/352
8258. 答案8258:  29'64/143
8259. 答案8259:  97'19/59
8260. 答案8260:  55'34/53
8261. 答案8261:  186'256/315
8262. 答案8262:  118'1865/2392
8263. 答案8263:  105'5/13
8264. 答案8264:  685'283/581
8265. 答案8265:  5
8266. 答案8266:  7626'2/3
8267. 答案8267:  13'2013979/2652590
8268. 答案8268:  2198
8269. 答案8269:  1957'2/5
8270. 答案8270:  169628'4/25
8271. 答案8271:  249'1/5
8272. 答案8272:  47'18845/28294
8273. 答案8273:  52'1/5
8274. 答案8274:  142'42177/72365
8275. 答案8275:  12'182/517
8276. 答案8276:  4410'88081/323031
8277. 答案8277:  28/131
8278. 答案8278:  3128'169/400
8279. 答案8279:  66516'36/37
8280. 答案8280:  181'14/31
8281. 答案8281:  1'313/447
8282. 答案8282:  159'145/759
8283. 答案8283:  129'9/64
8284. 答案8284:  53
8285. 答案8285:  82'43/192
8286. 答案8286:  3'249/595
8287. 答案8287:  60'1357/1804
8288. 答案8288:  111'18/43
8289. 答案8289:  57
8290. 答案8290:  38/4685
8291. 答案8291:  16/315
8292. 答案8292:  31'13/17
8293. 答案8293:  69'5/37
8294. 答案8294:  85'28/73
8295. 答案8295:  87
8296. 答案8296:  92'12/25
8297. 答案8297:  1587'23/81
8298. 答案8298:  66'196/795
8299. 答案8299:  1'2347427/88712885
8300. 答案8300:  78'3/4
8301. 答案8301:  94'616/308911
8302. 答案8302:  35
8303. 答案8303:  37'19427/21472
8304. 答案8304:  15
8305. 答案8305:  228'25137/35893
8306. 答案8306:  3374'60/71
8307. 答案8307:  101'451/1054
8308. 答案8308:  82'17707/18480
8309. 答案8309:  76'83/102
8310. 答案8310:  1/5310
8311. 答案8311:  182'1/70
8312. 答案8312:  23'11/23
8313. 答案8313:  96'12/71
8314. 答案8314:  2'713/1485
8315. 答案8315:  5'41/59
8316. 答案8316:  572/23405
8317. 答案8317:  43'267/430
8318. 答案8318:  61'5162/23985
8319. 答案8319:  66154
8320. 答案8320:  94'37/42
8321. 答案8321:  1'2309/2933
8322. 答案8322:  53'1142/4095
8323. 答案8323:  211'1805/22568
8324. 答案8324:  1208'386/623
8325. 答案8325:  4'21077/49932
8326. 答案8326:  2'97/1099
8327. 答案8327:  4'619/938
8328. 答案8328:  26'26/41
8329. 答案8329:  78'773/897
8330. 答案8330:  23'34/37
8331. 答案8331:  18'80/247
8332. 答案8332:  209'89/99
8333. 答案8333:  4'2/7
8334. 答案8334:  22'1762/1813
8335. 答案8335:  10'27/94
8336. 答案8336:  153'1/3
8337. 答案8337:  26578'1/2
8338. 答案8338:  50'2/3
8339. 答案8339:  51'23/62
8340. 答案8340:  1980
8341. 答案8341:  0
8342. 答案8342:  3960'59/71
8343. 答案8343:  14925'48/77
8344. 答案8344:  11
8345. 答案8345:  68
8346. 答案8346:  1'58/221
8347. 答案8347:  57823'13/19
8348. 答案8348:  1'27/899
8349. 答案8349:  86'18/25
8350. 答案8350:  128'16/21
8351. 答案8351:  159'1/2
8352. 答案8352:  1'15/74
8353. 答案8353:  30'3/8
8354. 答案8354:  5679'2440819/4540050
8355. 答案8355:  6059955'795/1271
8356. 答案8356:  23'5/102
8357. 答案8357:  53'18817/33670
8358. 答案8358:  94'17/26
8359. 答案8359:  38'456303/741190
8360. 答案8360:  64'701/792
8361. 答案8361:  11'7/12
8362. 答案8362:  1'7/31
8363. 答案8363:  134'3721/92204
8364. 答案8364:  330'3/13
8365. 答案8365:  86'10/21
8366. 答案8366:  25'31/240
8367. 答案8367:  23'9/20
8368. 答案8368:  1078
8369. 答案8369:  119'873/2435
8370. 答案8370:  51'36/73
8371. 答案8371:  18'366/703
8372. 答案8372:  83'1/4
8373. 答案8373:  6372'12/37
8374. 答案8374:  1604'18214/25909
8375. 答案8375:  42'5/21
8376. 答案8376:  2'17/25
8377. 答案8377:  655
8378. 答案8378:  3'434/3105
8379. 答案8379:  305
8380. 答案8380:  29'527824/628425
8381. 答案8381:  989/6636
8382. 答案8382:  1055'5/47
8383. 答案8383:  29'26/59
8384. 答案8384:  66'5/8
8385. 答案8385:  9'33/53
8386. 答案8386:  146'40/41
8387. 答案8387:  65139
8388. 答案8388:  43'2/7
8389. 答案8389:  54'62/75
8390. 答案8390:  58'19/23
8391. 答案8391:  112/141
8392. 答案8392:  98'1/11
8393. 答案8393:  40'22/81
8394. 答案8394:  17'10/43
8395. 答案8395:  1'4172/4477
8396. 答案8396:  1'2201/2720
8397. 答案8397:  1'2/45
8398. 答案8398:  169'185/567
8399. 答案8399:  5'11/13
8400. 答案8400:  77'115/196
8401. 答案8401:  44'58/65
8402. 答案8402:  52'39/124
8403. 答案8403:  7'12715/18989
8404. 答案8404:  558
8405. 答案8405:  3158'3/5
8406. 答案8406:  2515'20/29
8407. 答案8407:  34'53/61
8408. 答案8408:  0
8409. 答案8409:  2'993/2480
8410. 答案8410:  28'18/43
8411. 答案8411:  16'384/1325
8412. 答案8412:  741
8413. 答案8413:  11'3/5
8414. 答案8414:  47'277/915
8415. 答案8415:  105'12/47
8416. 答案8416:  115'27/35
8417. 答案8417:  73
8418. 答案8418:  1'38281/50544
8419. 答案8419:  1004'28/53
8420. 答案8420:  16'19/210
8421. 答案8421:  6'36/47
8422. 答案8422:  6670'43/231
8423. 答案8423:  24'533/2784
8424. 答案8424:  70'291/305
8425. 答案8425:  6'1/3
8426. 答案8426:  2'373/584
8427. 答案8427:  124'825494/1135953
8428. 答案8428:  37'23/24
8429. 答案8429:  3916
8430. 答案8430:  198587'101/237
8431. 答案8431:  29'1/2
8432. 答案8432:  91'637/53966
8433. 答案8433:  4'4849/9860
8434. 答案8434:  1'21335/30591
8435. 答案8435:  303'1691/2093
8436. 答案8436:  8'6/43
8437. 答案8437:  54'4/9
8438. 答案8438:  1904/2447
8439. 答案8439:  7252'113/150
8440. 答案8440:  11853/12172
8441. 答案8441:  2289'3/8
8442. 答案8442:  11'1653/2590
8443. 答案8443:  42'7/11
8444. 答案8444:  74'27/28
8445. 答案8445:  24'5/24
8446. 答案8446:  30'247/1633
8447. 答案8447:  21'65/84
8448. 答案8448:  36'5/24
8449. 答案8449:  103'29951/58788
8450. 答案8450:  475'104/369
8451. 答案8451:  23'829/930
8452. 答案8452:  99'7/310
8453. 答案8453:  4'271/1190
8454. 答案8454:  26'13/42
8455. 答案8455:  21'4321/7020
8456. 答案8456:  3008/6049
8457. 答案8457:  155'5/6
8458. 答案8458:  33'6/35
8459. 答案8459:  2285'215/784
8460. 答案8460:  144'29/47
8461. 答案8461:  2534
8462. 答案8462:  4'28/29
8463. 答案8463:  357'229/330
8464. 答案8464:  26'75/97
8465. 答案8465:  12'1/2
8466. 答案8466:  7'5/42
8467. 答案8467:  60'37/86
8468. 答案8468:  13/88
8469. 答案8469:  3341'93/152
8470. 答案8470:  2318'107/126
8471. 答案8471:  10'68/73
8472. 答案8472:  7373'9/55
8473. 答案8473:  20'30/71
8474. 答案8474:  75'14/29
8475. 答案8475:  69'7/29
8476. 答案8476:  7'1/12
8477. 答案8477:  17'3/4
8478. 答案8478:  78'527/10971
8479. 答案8479:  399
8480. 答案8480:  8041'101/102
8481. 答案8481:  20625/1160531
8482. 答案8482:  107'19/50
8483. 答案8483:  34097'13/31
8484. 答案8484:  70
8485. 答案8485:  1'649/2700
8486. 答案8486:  7'14497/30654
8487. 答案8487:  77
8488. 答案8488:  185'83/427
8489. 答案8489:  109'25/148
8490. 答案8490:  80'15629/15732
8491. 答案8491:  135499'19/67
8492. 答案8492:  39'43/91
8493. 答案8493:  238'46/189
8494. 答案8494:  1776'25/99
8495. 答案8495:  14'8/81
8496. 答案8496:  48'19388/32325
8497. 答案8497:  5865/8492
8498. 答案8498:  139
8499. 答案8499:  1080
8500. 答案8500:  88'15/41
8501. 答案8501:  33'19/27
8502. 答案8502:  104/851
8503. 答案8503:  1'3601/5115
8504. 答案8504:  117'4183/7128
8505. 答案8505:  660
8506. 答案8506:  44'1194/1411
8507. 答案8507:  7/11
8508. 答案8508:  61'28/87
8509. 答案8509:  695466/2426417
8510. 答案8510:  91'3/10
8511. 答案8511:  100'4/11
8512. 答案8512:  2'3/8
8513. 答案8513:  1'10711/11275
8514. 答案8514:  1269'6/11
8515. 答案8515:  44
8516. 答案8516:  71'4264/5775
8517. 答案8517:  85'11/29
8518. 答案8518:  188'25/37
8519. 答案8519:  68'2903/2954
8520. 答案8520:  53'1/2
8521. 答案8521:  31/94500
8522. 答案8522:  95'1189/12090
8523. 答案8523:  70'60/91
8524. 答案8524:  6450
8525. 答案8525:  850
8526. 答案8526:  31'25/43
8527. 答案8527:  19012
8528. 答案8528:  61'383/524
8529. 答案8529:  1'7/13
8530. 答案8530:  85
8531. 答案8531:  2490
8532. 答案8532:  15'385/516
8533. 答案8533:  103'191/623
8534. 答案8534:  7'9/11
8535. 答案8535:  5'3/5
8536. 答案8536:  57'5/6
8537. 答案8537:  74'3/8
8538. 答案8538:  65888
8539. 答案8539:  12'7/23
8540. 答案8540:  20'9722/196425
8541. 答案8541:  1152'61/91
8542. 答案8542:  90'1615/34839
8543. 答案8543:  1/21
8544. 答案8544:  84'48/583
8545. 答案8545:  104'10/13
8546. 答案8546:  68'941/1610
8547. 答案8547:  52'29/61
8548. 答案8548:  348'40/73
8549. 答案8549:  1'800/1477
8550. 答案8550:  23'17/23
8551. 答案8551:  7'19/28
8552. 答案8552:  76'28/53
8553. 答案8553:  133'29/68
8554. 答案8554:  108'31/63
8555. 答案8555:  26'7/11
8556. 答案8556:  970'4493/4960
8557. 答案8557:  1'3307/9837
8558. 答案8558:  48'19184/25323
8559. 答案8559:  67'11/52
8560. 答案8560:  20'19/21
8561. 答案8561:  170'10/37
8562. 答案8562:  7393/8352
8563. 答案8563:  52'1/20
8564. 答案8564:  1386
8565. 答案8565:  39'47/81
8566. 答案8566:  31
8567. 答案8567:  107'400/1023
8568. 答案8568:  22'13/23
8569. 答案8569:  62'37/120
8570. 答案8570:  141'1/6
8571. 答案8571:  26'1975/19589
8572. 答案8572:  860'124/175
8573. 答案8573:  237
8574. 答案8574:  3565'68/83
8575. 答案8575:  44'160/703
8576. 答案8576:  3291'53/201
8577. 答案8577:  1384'7/27
8578. 答案8578:  1621'61/100
8579. 答案8579:  89'4/9
8580. 答案8580:  4625/5391
8581. 答案8581:  82'7/23
8582. 答案8582:  13/21
8583. 答案8583:  559'50/51
8584. 答案8584:  96'20/59
8585. 答案8585:  85
8586. 答案8586:  0
8587. 答案8587:  60'1/4
8588. 答案8588:  40'3/4
8589. 答案8589:  11/60
8590. 答案8590:  1'326/1939
8591. 答案8591:  1'2/21
8592. 答案8592:  16'4/5
8593. 答案8593:  15'393248/475709
8594. 答案8594:  1044
8595. 答案8595:  132'15/59
8596. 答案8596:  41'33/47
8597. 答案8597:  53'61/80
8598. 答案8598:  1'1723/35200
8599. 答案8599:  0
8600. 答案8600:  5111'5/9
8601. 答案8601:  7'10108/14663
8602. 答案8602:  77'349/387
8603. 答案8603:  170352
8604. 答案8604:  1380
8605. 答案8605:  16852'12/29
8606. 答案8606:  57/374
8607. 答案8607:  572
8608. 答案8608:  81'237/640
8609. 答案8609:  9/1078
8610. 答案8610:  18535'44/83
8611. 答案8611:  1'224759/437448
8612. 答案8612:  52'37/45
8613. 答案8613:  44
8614. 答案8614:  49'707/747
8615. 答案8615:  84'34/201
8616. 答案8616:  3860'980/1871
8617. 答案8617:  127'1068/1207
8618. 答案8618:  116'1/8
8619. 答案8619:  68'16/19
8620. 答案8620:  54
8621. 答案8621:  99
8622. 答案8622:  113'2/11
8623. 答案8623:  2'5/14
8624. 答案8624:  98'7/24
8625. 答案8625:  121'28894/52785
8626. 答案8626:  103
8627. 答案8627:  766'479/700
8628. 答案8628:  19845/25751
8629. 答案8629:  146
8630. 答案8630:  728'43/79
8631. 答案8631:  210327'33/41
8632. 答案8632:  99'88/93
8633. 答案8633:  295'37/47
8634. 答案8634:  40'11/16
8635. 答案8635:  14'32/45
8636. 答案8636:  51'53/61
8637. 答案8637:  129
8638. 答案8638:  50'13/36
8639. 答案8639:  97'20837/21296
8640. 答案8640:  13'29/31
8641. 答案8641:  76
8642. 答案8642:  46/97
8643. 答案8643:  10'1/12
8644. 答案8644:  40'173/189
8645. 答案8645:  75'58562/91533
8646. 答案8646:  101'7703/11088
8647. 答案8647:  278'8/15
8648. 答案8648:  4600
8649. 答案8649:  26'11/383
8650. 答案8650:  17'324/2201
8651. 答案8651:  204/41407
8652. 答案8652:  6360'8/25
8653. 答案8653:  51/71
8654. 答案8654:  4720'38/43
8655. 答案8655:  10300'5/7
8656. 答案8656:  102
8657. 答案8657:  81'5/14
8658. 答案8658:  38'15118/29815
8659. 答案8659:  1'61/261
8660. 答案8660:  60
8661. 答案8661:  15'49/66
8662. 答案8662:  17/480
8663. 答案8663:  282'333/620
8664. 答案8664:  87'3214/5467
8665. 答案8665:  23
8666. 答案8666:  92'1283/1600
8667. 答案8667:  76'1612/2323
8668. 答案8668:  130'1/26
8669. 答案8669:  0
8670. 答案8670:  46469'62/77
8671. 答案8671:  287
8672. 答案8672:  4'2/3
8673. 答案8673:  643'17/43
8674. 答案8674:  128
8675. 答案8675:  1/86
8676. 答案8676:  44'67/110
8677. 答案8677:  32'9/20
8678. 答案8678:  2382'18/61
8679. 答案8679:  87'4/11
8680. 答案8680:  1476
8681. 答案8681:  1/2
8682. 答案8682:  3249'3/11
8683. 答案8683:  2643'1/3
8684. 答案8684:  14'347/455
8685. 答案8685:  98175'272/305
8686. 答案8686:  3996/220255
8687. 答案8687:  2522'2/25
8688. 答案8688:  3666
8689. 答案8689:  2'17/25
8690. 答案8690:  145'327/1739
8691. 答案8691:  24'48/61
8692. 答案8692:  125'2173/2655
8693. 答案8693:  17'20/29
8694. 答案8694:  53'1/38
8695. 答案8695:  4'7/11
8696. 答案8696:  0
8697. 答案8697:  3519
8698. 答案8698:  10206/2138533
8699. 答案8699:  66'3/26
8700. 答案8700:  86'389/2400
8701. 答案8701:  5'41/43
8702. 答案8702:  64'189/608
8703. 答案8703:  24'1109/2134
8704. 答案8704:  760
8705. 答案8705:  139'41/50
8706. 答案8706:  130'8/11
8707. 答案8707:  8'2/17
8708. 答案8708:  6630'2/5
8709. 答案8709:  112'447/1369
8710. 答案8710:  0
8711. 答案8711:  401'1949/3325
8712. 答案8712:  1399'6/35
8713. 答案8713:  2447'1204/3977
8714. 答案8714:  33
8715. 答案8715:  629'48817/50400
8716. 答案8716:  834'351/511
8717. 答案8717:  184'16/69
8718. 答案8718:  83'3003/4462
8719. 答案8719:  154'329687/402011
8720. 答案8720:  168/295
8721. 答案8721:  209'1/4
8722. 答案8722:  2464/2595
8723. 答案8723:  82'9/64
8724. 答案8724:  40762'14/61
8725. 答案8725:  374'1/5
8726. 答案8726:  136'431/2457
8727. 答案8727:  19'2/33
8728. 答案8728:  870'6/13
8729. 答案8729:  308'201/1568
8730. 答案8730:  15'14789/19314
8731. 答案8731:  63'156/185
8732. 答案8732:  219'23/30
8733. 答案8733:  1'11/12
8734. 答案8734:  65'3/13
8735. 答案8735:  1356'12/29
8736. 答案8736:  124'1/10
8737. 答案8737:  7
8738. 答案8738:  419'215/896
8739. 答案8739:  75
8740. 答案8740:  196'25914/32383
8741. 答案8741:  850/1033
8742. 答案8742:  39'9/14
8743. 答案8743:  19'3/19
8744. 答案8744:  6'17874/29965
8745. 答案8745:  184'17569/30667
8746. 答案8746:  131
8747. 答案8747:  1450
8748. 答案8748:  94614'1/3
8749. 答案8749:  54
8750. 答案8750:  86'5/11
8751. 答案8751:  42'2/15
8752. 答案8752:  3944'319/750
8753. 答案8753:  42'259/936
8754. 答案8754:  38'11/14
8755. 答案8755:  48'58/665
8756. 答案8756:  1307'3/91
